Etunimi,Lukumäärä
Kari-Jukka,19
Khalaf,19
Kiet,19
Kuu,19
Kwaku,19
Leonpoika,19
Lex,19
Lumo,19
Luuka,19
Mahmut,19
Makar,19
Man,19
Mansour,19
Marat,19
Matin,19
Mickey,19
Mihka,19
Miro-Matias,19
Mokhtar,19
Mourad,19
Moustafa,19
Muaad,19
Muhumed,19
Muktar,19
Munir,19
Nesta,19
Nhut,19
Niilonpoika,19
Niklaus,19
Oku,19
Outi,19
Pami,19
Pavlos,19
Randy,19
Reine,19
Reuben,19
Rogert,19
Ropi,19
Saabir,19
Sebastián,19
Senad,19
Soe,19
Tancred,19
Tane,19
Tareq,19
Teemu-Pekka,19
Teemu-Petteri,19
Teijonpoika,19
Theodoros,19
Thorsten,19
Timka,19
Timo-Tapio,19
Tommo,19
Torkel,19
Tu,19
Usman,19
Vanja,19
Vedat,19
Velimies,19
Veli-Pentti,19
Ville-Aleksi,19
Villehad,19
Virmo,19
Vänni,19
Ykä,19
Youcef,19
Aaronpoika,18
Aato,18
Abdelkader,18
Abdiwahab,18
Abdulgadir,18
Abiodun,18
Alistair,18
Almer,18
Alois,18
Alpert,18
Alrik,18
Andrè,18
Antti-Jaakko,18
Ari-Mikko,18
Aris,18
Arton,18
Asaad,18
Asher,18
Asto,18
Augustine,18
Axeli,18
Bahadur,18
Barry,18
Bengtsson,18
Besart,18
Bo-Anders,18
Bobby,18
Cajus,18
Cary,18
Chinedu,18
Clarence,18
Davi,18
Dawit,18
Eddi,18
Edel,18
Edoardo,18
Eeno,18
Eewert,18
Ege,18
Ekrem,18
Esu,18
Fadel,18
Fahim,18
Farzad,18
Fikret,18
Fox,18
Fuaad,18
Gavin,18
Gennady,18
Ghassan,18
Ghulam,18
Gregorio,18
Göransson,18
Hagi,18
Hany,18
Henkka,18
Ignatius,18
Ihsan,18
Ilir,18
Ishak,18
Ismari,18
Jad,18
Jaden,18
Jan-Patrik,18
Jehki,18
Jimmi,18
Joona-Petteri,18
Juho-Mikko,18
Juuso-Pekka,18
Kaamos,18
Kai-Pekka,18
Kalle-Eemeli,18
Kari-Jussi,18
Karl-Anton,18
Kie,18
Kwabena,18
Kössi,18
Lajos,18
Lambert,18
Laurence,18
Leandro,18
Lucius,18
Maahir,18
Mahamuud,18
Make,18
Mamadou,18
Mano,18
Marley,18
Martinus,18
Mathieu,18
Matte,18
Maxi,18
Maximo,18
Mika-Juhani,18
Mikko-Oskari,18
Mounir,18
Mubashir,18
Muhannad,18
Nael,18
Nghia,18
Niillas,18
Okan,18
Onni-Kalle,18
Oska,18
Petar,18
Petu,18
Phu,18
Pieter,18
Quentin,18
Quy,18
Rauf,18
Raza,18
Repe,18
Rey,18
Richardo,18
Roki,18
Sakunpoika,18
Santos,18
Serdar,18
Set,18
Shah,18
Shahid,18
Shaun,18
Sid,18
Sven-Åke,18
Talib,18
Teljo,18
Timo-Petteri,18
Torstensson,18
Utria,18
Valmari,18
Vanamo,18
Wen,18
Vesamatti,18
Viimo,18
Wojciech,18
Volkan,18
Yakup,18
Yang,18
Yaroslav,18
Yaseen,18
Ümit,18
Yuri,18
Aabram,17
Aadan,17
Aarnenpoika,17
Abas,17
Abdellatif,17
Abdihamid,17
Adnaan,17
Agathon,17
Ajan,17
Akam,17
Allari,17
Alonzo,17
Alvian,17
Amaru,17
Amiel,17
Andrus,17
Ansgarius,17
Ari-Veikko,17
Ari-Ville,17
Armi,17
Arviid,17
Ashton,17
Asif,17
Auri,17
Avni,17
Bajram,17
Bekir,17
Benito,17
Bennet,17
Benno,17
Brett,17
Byron,17
Cengiz,17
Claudius,17
Clement,17
Csaba,17
Darian,17
Deng,17
Dimitris,17
Dirk,17
Eetvi,17
Ejnar,17
Elwin,17
Emel,17
Enrik,17
Erkki-Juhani,17
Erko,17
Eskeli,17
Fingal,17
Gudmund,17
Haron,17
Hashem,17
Hedi,17
Helmuth,17
Henrique,17
Hien,17
Ho,17
Idor,17
Ikechukwu,17
Ilkka-Pekka,17
Immu,17
Ingo,17
Jaarli,17
Jari-Heikki,17
Jaripekka,17
Jaroel,17
Jesaja,17
Jesse-Pekka,17
Jeton,17
Jian,17
Joao,17
Johan-Erik,17
Joni-Mikael,17
Jusef,17
Juusa,17
Jöran,17
Kamel,17
Kami,17
Karl-Emil,17
Karl-Fredrik,17
Kasten,17
Kiran,17
Klemens,17
Lamine,17
Lars-Peter,17
Leart,17
Leijonamieli,17
Levent,17
Lothar,17
Lucian,17
Luucas,17
Markku-Juhani,17
Markku-Pekka,17
Marno,17
Marttin,17
Mats-Johan,17
Mertzi,17
Mikaël,17
Modou,17
Momodou,17
Muhiadin,17
Munasar,17
Niko-Petri,17
Noak,17
Noeli,17
Nova,17
Nuri,17
Oktay,17
Oski,17
Oulas,17
Paris,17
Per-Göran,17
Phoenix,17
Rahul,17
Rami-Pekka,17
Ravi,17
Renato,17
Righard,17
Riley,17
Rinor,17
Rory,17
Rostislav,17
Saber,17
Shakir,17
Shire,17
Siim,17
Sulaiman,17
Sven-Ole,17
Talha,17
Tin,17
Tommi-Petteri,17
Toni-Markus,17
Uchenna,17
Uddin,17
Usama,17
Veijonpoika,17
Vento,17
Widar,17
Wilhard,17
Ville-Jussi,17
Villematti,17
Ville-Pertti,17
Villeveikko,17
Wing,17
Vitaliy,17
Yahia,17
Yilmaz,17
Aadi,16
Adrián,16
Akke,16
Aldur,16
Aleksey,16
Almar,16
Alpha,16
Alwan,16
Andersson,16
Anil,16
Antamo,16
Antti-Jukka,16
Anttipekka,16
Arbnor,16
Arto-Pekka,16
Axu,16
Bahman,16
Bakhtiar,16
Batu,16
Bedri,16
Bengt-Johan,16
Beni,16
Bile,16
Bo-Johan,16
Buster,16
Cao,16
Casperi,16
Cassius,16
Chukwuemeka,16
Deniel,16
Ekke,16
Ele,16
Eliam,16
Elieser,16
Emilian,16
Erdem,16
Erkka-Pekka,16
Eros,16
Farouk,16
Fatah,16
Faton,16
Franck,16
Ghazi,16
Hamad,16
Hameed,16
Hamish,16
Hamzah,16
Hayden,16
Hilpas,16
Humberto,16
Ibn,16
Iljas,16
Istvan,16
Janis,16
Jan-Robert,16
Jarkko-Pekka,16
Jekku,16
Jesse-Joonas,16
Jocke,16
Joni-Juhani,16
Josse,16
Jr.,16
Juha-Erkki,16
Juhannes,16
Juho-Kalle,16
Kader,16
Kajus,16
Kamu,16
Karl-Kristian,16
Karzan,16
Khaalid,16
Knutsson,16
Knuut,16
Krisse,16
Kuno,16
Lars-Anders,16
Lars-Gunnar,16
Lars-Ole,16
Lassinpoika,16
Lauri-Juhani,16
Leone,16
Lin,16
Lo,16
Majed,16
Mansur,16
Margo,16
Markkus,16
Martino,16
Mateusz,16
Miclas,16
Mihkal,16
Mihku,16
Miiku,16
Mirsad,16
Mowlid,16
Muharrem,16
Nabeel,16
Nio,16
Onni-Ilmari,16
Otto-Oskari,16
Patu,16
Petri-Juhani,16
Piera,16
Platon,16
Rei,16
Richart,16
Roberth,16
Safwan,16
Samu-Ville,16
Sanjay,16
Santero,16
Sascha,16
Saveli,16
Seán,16
Seet,16
Semih,16
Sergej,16
Sigismund,16
Simi,16
Simo-Petteri,16
Soheil,16
Sorjo,16
Sturle,16
Sunny,16
Sylvain,16
Taoufik,16
Tempo,16
Teoman,16
Teponpoika,16
Toan,16
Torgny,16
Tuukanpoika,16
Wah,16
Wahab,16
Veli-Hannu,16
Veli-Kalle,16
Vi,16
Ville-Vesa,16
Willi,16
Willjam,16
Vilpert,16
Win,16
Yohannes,16
Younis,16
Yusef,16
Zackarias,16
Zeb,16
Zoltan,16
Abdelhamid,15
Abderrahim,15
Abdihakin,15
Abdirazak,15
Adekunle,15
Adolfo,15
Agron,15
Agustin,15
Akil,15
Aku-Ville,15
Alef,15
Aly,15
Ananda,15
Antonino,15
Antrea,15
Antti-Tapio,15
Arion,15
Arlind,15
Arndt,15
Arssi,15
Athanasios,15
Augustinus,15
Avi,15
Bengt-Olof,15
Benja,15
Bjørn,15
Caesar,15
Carl-Michael,15
Carmelo,15
Chau,15
Chung,15
Conor,15
Cyrus,15
Dale,15
Dániel,15
Dara,15
de,15
Declan,15
Deon,15
Edon,15
Edris,15
Efosa,15
Egert,15
Emrik,15
Erkki-Pekka,15
Everett,15
Eyal,15
Filipe,15
Georgii,15
Gheorghe,15
Giacomo,15
Giorgio,15
Hamze,15
Hans-Christian,15
Hardi,15
Harding,15
Hawkar,15
Heikki-Matti,15
Heikki-Tapio,15
Henrick,15
Henrynpoika,15
Hermes,15
Hille,15
Hilpi,15
Hjalte,15
Ifeanyi,15
Iise,15
Ilarinpoika,15
Ilponpoika,15
Ilyaas,15
Indigo,15
Iro,15
J,15
Jacek,15
Jani-Juhani,15
Jani-Mikael,15
Janko,15
Jannik,15
Jarek,15
Jari-Antti,15
Jari-Markus,15
Jari-Tapio,15
Jasmin,15
Javad,15
Jens-Erik,15
Jeremie,15
Jerenpoika,15
Jerkka,15
Jie,15
Joannis,15
Juha-Tapani,15
Juha-Veli,15
Juho-Eemil,15
Juniori,15
Kaaprieli,15
Kai-Eerik,15
Kalid,15
Kasem,15
Kassius,15
Keanu,15
Khac,15
Kille,15
Kiri,15
Kunnar,15
Kweku,15
Kwesi,15
Lars-Ove,15
Levente,15
Li,15
Lias,15
Liekki,15
Lio,15
Lior,15
Lorik,15
Luiz,15
Lumi,15
Magne,15
Magnusson,15
Mariwan,15
Marshall,15
Masood,15
Matthieu,15
Mattus,15
Mazin,15
Melchior,15
Merri,15
Mika-Markus,15
Mishka,15
Morteza,15
Nehemias,15
Noar,15
Odd,15
Osmonpoika,15
Ozan,15
Paul-Henrik,15
Pedram,15
Perry,15
Pertunpoika,15
Piko,15
Prakash,15
Pär-Erik,15
Rae,15
Rai,15
Rajan,15
Ransu,15
Rasul,15
Reddy,15
Rhys,15
Roderick,15
Roshan,15
Ruurik,15
Ryszard,15
Sabit,15
Saiid,15
Saki,15
Sakkeus,15
Saleem,15
Samael,15
Sami-Antti,15
Sardar,15
Sarmad,15
Sepastian,15
Steffen,15
Stewart,15
Sun,15
Sunday,15
Tarkan,15
Tatu-Matti,15
Tawfik,15
Tian,15
Tobia,15
Tomer,15
Toni-Matti,15
Toni-Petri,15
Tonny,15
Tudor,15
Tyrsky,15
Udo,15
Valdo,15
Valentine,15
Veniamin,15
Wenni,15
Vernon,15
Vesa-Veikko,15
Vilius,15
Ville-Sakari,15
Williams,15
Vinsent,15
Vlad,15
Volodymyr,15
Vyacheslav,15
Yaqub,15
Yavuz,15
Yigit,15
Yuan,15
Abdisamad,14
Abid,14
Aditya,14
Aki-Jussi,14
Aki-Petri,14
Alaric,14
Aleksanter,14
Alexsanteri,14
Alieu,14
Amani,14
Anand,14
Anatolij,14
Antti-Mikko,14
Antti-Olavi,14
Anttoo,14
Arber,14
Arkko,14
Armani,14
Arsalan,14
Arseny,14
Arte,14
Asterix,14
Aung,14
Aurel,14
Ayrton,14
Badr,14
Bahram,14
Behzad,14
Belal,14
Blerim,14
Carl-Emil,14
Carlsson,14
Casey,14
Christiano,14
Christo,14
Davy,14
Deni,14
Diako,14
Dietrich,14
Dimitar,14
Dome,14
Doni,14
Eelo,14
Eldar,14
Emmanuil,14
Engin,14
Erkki-Jussi,14
Esamatti,14
Essa,14
Eyvind,14
Falah,14
Fathi,14
Fehmi,14
Fjodor,14
Gábor,14
Gani,14
Gian,14
Gino,14
Gonzalo,14
Gunhard,14
Guy-Erik,14
H.,14
Halim,14
Halvar,14
Hamilton,14
Hans-Henrik,14
Hansi,14
Harro,14
Heikka,14
Heiner,14
Herrick,14
Ibraahim,14
Iiro-Pekka,14
Ilyes,14
Irwin,14
Isman,14
Jacobus,14
Jael,14
Jann,14
Jean-Paul,14
Jico,14
Jin,14
Jino,14
Joah,14
Jonttu,14
Josu,14
Juha-Mikael,14
Juhomatti,14
Jukka-Tapani,14
Jusse,14
Kaaleb,14
Kaaperi,14
Kaarel,14
Kaj-Gunnar,14
Kaj-Gustav,14
Kaj-Johan,14
Karan,14
Kiminpoika,14
Kojo,14
Kyöstinpoika,14
Lars-Mikael,14
Lemmi,14
Linh,14
Mac,14
Magdi,14
Majeed,14
Mara,14
Master,14
Matti-Oskari,14
Maunus,14
Maxmilian,14
Meir,14
Melik,14
Mentor,14
Miika-Markus,14
Miitrei,14
Mikolas,14
Miliam,14
Moise,14
Moussa,14
Nadeem,14
Nahuel,14
Navid,14
Nico-Petteri,14
Nizar,14
Nooke,14
Olalekan,14
Onni-Petteri,14
Orjo,14
Ortamo,14
Ossi-Petteri,14
Otto-Eemeli,14
Otto-Emil,14
Panu-Pekka,14
Papu,14
Pena,14
Perttyli,14
Peteri,14
Pette,14
Pjotr,14
Putte,14
Raheem,14
Raiko,14
Raivo,14
Ranjit,14
Raúl,14
Reinonpoika,14
Riza,14
Romano,14
Roopenpoika,14
Rowan,14
Saeid,14
Sai,14
Saku-Matti,14
Salo,14
Sameh,14
Sankari,14
Sebastiano,14
Sefania,14
Sergiy,14
Silva,14
Sipan,14
Stellan,14
Suhaib,14
Sunil,14
Surya,14
Tanel,14
Tatunpoika,14
Tesfaye,14
Thord,14
Till,14
Timo-Jukka,14
Timon,14
Timo-Tapani,14
Toni-Kristian,14
Toni-Mikael,14
Tuong,14
Turjo,14
Ulf-Peter,14
Valeriy,14
Vallu,14
Vasama,14
Vasilios,14
Veeli,14
Weli,14
Veli-Jaakko,14
Vicktor,14
Villem,14
Villemarkus,14
Ville-Tapio,14
Ville-Verneri,14
Willhard,14
Visa-Pekka,14
Väinönpoika,14
Yi,14
Zahir,14
Zeki,14
Ziyad,14
Zoran,14
Zuhair,14
Öjvind,14
Aadel,13
Aarretti,13
Abdelmajid,13
Abdikani,13
Abdou,13
Abdoulie,13
Achilles,13
Adar,13
Ade,13
Adonis,13
Agon,13
Agostino,13
Ahad,13
Albanus,13
Alon,13
Ameer,13
Anastasios,13
Anatole,13
Anatolii,13
Anse,13
Ansel,13
Anseli,13
Antti-Einari,13
Antti-Matias,13
Aref,13
Arie,13
Arnaud,13
Arri,13
Arsenij,13
Arttu-Eemeli,13
Aurinko,13
Avraham,13
Ayaan,13
Bailey,13
Barham,13
Bashkim,13
Behnam,13
Bo-Gustav,13
Carl-Oskar,13
César,13
Chan,13
Christiansson,13
Cihan,13
Curtis,13
Davis,13
Dawood,13
Denny,13
Dimi,13
Dmitriy,13
Dogan,13
Dong,13
Earl,13
Eberhard,13
Eera,13
Eetu-Matti,13
Eetu-Ville,13
Ehab,13
Einonpoika,13
Eka,13
Elija,13
Elio,13
Ellert,13
Elvar,13
Emanuele,13
Emerson,13
Endrit,13
Ennio,13
Ercan,13
Erion,13
Esam,13
Esa-Petri,13
Esa-Tapio,13
Esmail,13
Etvi,13
Eugenio,13
Fares,13
Fiilus,13
Fitim,13
Florent,13
Folkern,13
Fredi,13
Fridolin,13
Gerd,13
Gottlieb,13
Harris,13
Henri-Mikael,13
Hesham,13
Hiep,13
Håkansson,13
Ibrahima,13
Iironpoika,13
Iivana,13
Iker,13
Ila,13
Ilian,13
Ilmarinen,13
Innocent,13
Jabar,13
Jallu,13
Jan-Martin,13
Janusz,13
Jasir,13
Jere-Juhani,13
Jericho,13
Jerico,13
Jermo,13
Jesse-Juhani,13
Jhonny,13
John-Eric,13
Jon-Erik,13
Joona-Pekka,13
Joopi,13
Joppe,13
Jouni-Matti,13
József,13
Juha-Pertti,13
Juho-Erik,13
Kai-Juhani,13
Kain,13
Kaito,13
Kaj-Henrik,13
Kalle-Veikko,13
Kang,13
Karipekka,13
Kastriot,13
Kaveh,13
Kebba,13
Kim-Henrik,13
Kim-Johan,13
Lare,13
Leif-Johan,13
Leo-Matti,13
Liang,13
Ludovic,13
Lulzim,13
Mamdouh,13
Marko-Mikael,13
Márton,13
Martti-Mikael,13
Matsson,13
Maximiliano,13
Maximilien,13
Migael,13
Mikaelinpoika,13
Mikkal,13
Mitjo,13
Mohan,13
Mohsin,13
Moshe,13
Mubarik,13
Murtaza,13
Nabiil,13
Nadim,13
Nandor,13
Narayan,13
Nhan,13
Nic,13
Nicolae,13
Nihat,13
Nils-Henrik,13
Olli-Antti,13
Olli-Oskari,13
Olliver,13
Olofsson,13
Onni-Elmeri,13
Onnipekka,13
Oo,13
Otieno,13
Otis,13
Penja,13
Per-Ola,13
Per-Ove,13
Petersson,13
Petrov,13
Quinn,13
Rainier,13
Ramesh,13
Randall,13
Rebaz,13
Reemus,13
Remzi,13
Reo,13
Repo,13
Ridha,13
Rion,13
Rolf-Erik,13
Roo,13
Saamuel,13
Saed,13
Samba,13
Samiel,13
Samo,13
Sattar,13
Seamus,13
Sedat,13
Shaho,13
Shaker,13
Sherzad,13
Siad,13
Simone,13
Sky,13
Sohrab,13
Sony,13
Stig-Ole,13
Suheyb,13
Sultan,13
Sven-Eric,13
Syksy,13
Taras,13
Tate,13
Taunonpoika,13
Teppana,13
Teri,13
Tero-Petteri,13
Tero-Tapio,13
Thierry,13
Timo-Jussi,13
Tommi-Pekka,13
Topi-Matti,13
Ulfsson,13
Wahid,13
Valerii,13
Valtterinpoika,13
Veli-Erkki,13
Velinpoika,13
Vesa-Tapio,13
Wibe,13
Vikki,13
Ville-Tapani,13
Ville-Tuomas,13
Vilpuri,13
Yaxye,13
Yoav,13
Zack,13
Zafer,13
Zein,13
Zubair,13
Åkesson,13
Aapel,12
Aaponpoika,12
Abaas,12
Abdikafi,12
Abdiladif,12
Abdilahi,12
Abdiwahid,12
Adalbert,12
Adewale,12
Adriel,12
Áilu,12
Akselinpoika,12
Alam,12
Alfie,12
Alpin,12
Amanuel,12
Amro,12
Andree,12
Andri,12
Anouar,12
Anthoni,12
Apollon,12
Arafat,12
Ardi,12
Aret,12
Ari-Juha,12
Arild,12
Arsen,12
Ashley,12
Asse,12
Atakan,12
Atanas,12
Atte-Oskari,12
Auvonpoika,12
Ayden,12
Babatunde,12
Baboucarr,12
Bakar,12
Bakary,12
Behar,12
Ben-Erik,12
Bennett,12
Bertelsson,12
Boes,12
Bo-Gunnar,12
Cemil,12
Chen,12
Collins,12
Constantine,12
Daan,12
Danyal,12
Dardan,12
Dastan,12
Dimitrov,12
Din,12
Donatus,12
Driton,12
Ed,12
Eh,12
Eijo,12
Eleasar,12
Eliott,12
Émil,12
Émile,12
Emmanouil,12
Erhan,12
Esa-Jussi,12
Essam,12
Even,12
Fatos,12
Filiph,12
Flavio,12
Floyd,12
Flynn,12
Gamal,12
Gay,12
Gérard,12
Geronimo,12
Gianni,12
Granit,12
Guillaume,12
Haci,12
Hafidh,12
Hakki,12
Halid,12
Heiki,12
Hilmi,12
Hoai,12
Huseen,12
Huvi,12
Idriss,12
Ilai,12
Ilija,12
Isam,12
Iurii,12
Jahangir,12
Jakim,12
Jan-Fredrik,12
Jani-Kristian,12
Janne-Markus,12
Janno,12
Jari-Jussi,12
Jari-Mikko,12
Jarl-Olof,12
Jaroslaw,12
Jasmo,12
Jaspar,12
Jia,12
Jobi,12
Jochum,12
Johanni,12
Johnson,12
Jonathon,12
Joni-Kristian,12
Jonnenpoika,12
Joona-Matias,12
Joris,12
Josep,12
Joy,12
Juha-Markku,12
Juha-Martti,12
Juho-Aleksi,12
Juho-Veikko,12
Jussi-Heikki,12
Jussi-Mikko,12
Jyri-Petri,12
Kaj-Kristian,12
Kalle-Valtteri,12
Kapriel,12
Kardo,12
Kari-Veikko,12
Kettil,12
Kjell-Ove,12
Klim,12
Knuutti,12
Kushtrim,12
Kwan,12
Kwok,12
Laith,12
Larbi,12
Lassi-Matti,12
Ledion,12
Leith,12
Lembit,12
Lennie,12
Levin,12
Loris,12
Ly,12
Maarten,12
Maciej,12
Manoj,12
Manunpoika,12
Marinus,12
Marko-Pekka,12
Marko-Petteri,12
Martimo,12
Matti-Esko,12
Matti-Tapio,12
Matti-Veikko,12
Maurizio,12
Mika-Erik,12
Mikka,12
Mojtaba,12
Mose,12
Mosku,12
Mousa,12
Muhammet,12
Murtada,12
Najim,12
Nali,12
Namir,12
Nante,12
Nassim,12
Nazir,12
Nedim,12
Nickolas,12
Nigel,12
Nii,12
Niikko,12
Noe,12
Nor,12
Nuuk,12
Nyrki,12
Okke,12
Olli-Tapio,12
Omed,12
Omran,12
Onerva,12
Orson,12
Osvaldo,12
Otmar,12
Pau,12
Pavlo,12
Peetro,12
Petri-Mikael,12
Preston,12
Rainerinpoika,12
Ralf-Erik,12
Ramil,12
Randolph,12
Reginald,12
Rémi,12
Renas,12
Reno,12
Revontuli,12
Rikumatti,12
Rolfsson,12
Roope-Oskari,12
Ruupert,12
Ruupertti,12
Ruurikki,12
Rymy,12
Safaa,12
Safin,12
Sahin,12
Salu,12
Samet,12
Santi,12
Savas,12
Selmi,12
Seve,12
Sikstus,12
Simo-Samuli,12
Slava,12
Stian,12
Suune,12
Talvi,12
Tamim,12
Teno,12
Teofiilus,12
Teuvonpoika,12
Tex,12
Thinh,12
Thobias,12
Thorleif,12
Tibor,12
Timo-Heikki,12
Tong,12
Toni-Tapio,12
Tyyko,12
Ugochukwu,12
Uku,12
Vaalimo,12
Vahid,12
Walde,12
Waldo,12
Veli-Tuomas,12
Wenzel,12
Vesseli,12
Vexi,12
Wilgot,12
Will,12
Villepekka,12
Ville-Veli,12
Visar,12
Vitalis,12
Wladimir,12
Vladyslav,12
Wladyslaw,12
Woitto,12
Vsevolod,12
Wyatt,12
Yacquub,12
Yasar,12
Yoda,12
Yoel,12
Zaher,12
Zakarie,12
Zaman,12
Zaya,12
Zebastian,12
Zsolt,12
Örnulf,12
Öyvind,12
Aapa,11
Aapo-Matti,11
Aappi,11
Aavo,11
Abdelghani,11
Abderrahman,11
Abdinur,11
Abdirisaaq,11
Abdirizaq,11
Abdisalan,11
Abdulazeez,11
Abdulmalik,11
Abdulrazzaq,11
Adeola,11
Afonso,11
Age,11
Alawi,11
Albiinus,11
Albus,11
Alin,11
Alje,11
Altin,11
Amadeo,11
Ameen,11
Amel,11
Ana,11
Andaras,11
Andreevich,11
Andrii,11
Anselmus,11
Ánte,11
Anti,11
António,11
Antti-Ilari,11
Anttony,11
Archie,11
Ardit,11
Arham,11
Aristoteles,11
Ari-Tapani,11
Arje,11
Arjun,11
Arsim,11
Arslan,11
Arttu-Oskari,11
Askal,11
Aslakki,11
Assari,11
Athos,11
Atik,11
Atticus,11
Ayanle,11
Ayodele,11
Ayomide,11
Azhar,11
Bart,11
Batuhan,11
Bedirhan,11
Blue,11
Bo-Håkan,11
Bora,11
Celal,11
Chidera,11
Dalton,11
Dan-Olof,11
Dawud,11
Deeq,11
Denzel,11
Dewin,11
Drilon,11
Edis,11
Edson,11
Eedi,11
Eelon,11
Eelu,11
Eero-Veikko,11
Eetvart,11
Einojuhani,11
Eitan,11
Ekko,11
Emmet,11
Enar,11
Ener,11
Enoch,11
Eron,11
Ersin,11
Everi,11
Evgenij,11
Evind,11
Eymen,11
Feeti,11
Feisal,11
Ferit,11
Frits,11
Gazmend,11
Germund,11
Gianluca,11
Gil,11
Gillis,11
Guennadi,11
Haim,11
Halit,11
Hanna,11
Henriksson,11
Herpertti,11
Hilari,11
Hussen,11
Iiska,11
Iiwari,11
Ike,11
Ile,11
Ingmarsson,11
Jaakko-Matti,11
Jaapo,11
Jace,11
Jamin,11
Jani-Jukka,11
Jannu,11
Jan-Roger,11
Jan-Stefan,11
Jari-Juha,11
Jarimatti,11
Jari-Veikko,11
Jarkko-Juhani,11
Jasem,11
Jensen,11
Jimy,11
Jonne-Pekka,11
Jorgos,11
Jori-Matti,11
Jotaarkka,11
Juha-Tuomas,11
Jussi-Joonas,11
Juuso-Matias,11
Jyrki-Pekka,11
Kaapre,11
Kaarl,11
Kaarlonpoika,11
Kadri,11
Kai-Petri,11
Kais,11
Kajnpoika,11
Kalle-Kustaa,11
Kalle-Markus,11
Kallio,11
Kambiz,11
Kane,11
Karar,11
Kari-Antti,11
Karl-August,11
Karrinpoika,11
Karri-Pekka,11
Kayode,11
Kert,11
Khai,11
Khaleel,11
Kid,11
Kimani,11
King,11
Klaes,11
Klaus-Erik,11
Kontio,11
Kostian,11
Kwadwo,11
Kwasi,11
Lahcen,11
Lars-Gustav,11
Lei,11
Lester,11
Liius,11
Liridon,11
Loimu,11
Maininki,11
Malakai,11
Maltti,11
Manolis,11
Marten,11
Mascuud,11
Masuud,11
Maunonpoika,11
Maverick,11
Melih,11
Micheal,11
Miika-Matti,11
Miikka-Matias,11
Mika-Tapani,11
Mikko-Tapio,11
Miko-Matias,11
Milon,11
Milot,11
Mirac,11
Miroel,11
Miro-Petteri,11
Moalim,11
Mohd,11
Muayad,11
Muhudin,11
Muzaffer,11
Nabaz,11
Nabi,11
Nate,11
Nedzad,11
Nero,11
Neville,11
Nhu,11
Nicolaus,11
Nils-Gustav,11
Nils-Åke,11
Nuh,11
Ocean,11
Octavio,11
Olli-Kalle,11
Optatus,11
Oren,11
Orma,11
Oso,11
Otro,11
Otto-Petteri,11
Ozzy,11
Pan,11
Pave,11
Pehr-Olof,11
Pether,11
Radu,11
Ramiar,11
Rando,11
Randolf,11
Rashed,11
Rasim,11
Reemi,11
Rehan,11
Ren,11
Ridwaan,11
Ridvan,11
Riho,11
Rock,11
Ronin,11
Rubert,11
Ryder,11
S,11
Sadeq,11
Safa,11
Sahal,11
Sahil,11
Saiful,11
Sajad,11
Samiir,11
Sami-Kristian,11
Saulinpoika,11
Saulus,11
Sead,11
Sefanja,11
Seikko,11
Serko,11
Shahram,11
Shalom,11
Shan,11
Shirwa,11
Shuaib,11
Signar,11
Siinto,11
Simo-Santeri,11
Sol,11
Steffan,11
Subhan,11
Sulayman,11
Suresh,11
Talal,11
Tankred,11
Tapsa,11
Tayfun,11
Tewodros,11
Thong,11
Thuan,11
Tijan,11
Timo-Veikko,11
Tini,11
Tio,11
Toivonpoika,11
Tomi-Matti,11
Tom-Johan,11
Tomppa,11
Topinpoika,11
Topi-Pekka,11
Toralf,11
Tor-Alf,11
Toto,11
Tuhto,11
Tuli,11
Uskali,11
Wasim,11
Vassili,11
Veele,11
Veeni,11
Veli-Matias,11
Veli-Viljami,11
Verni,11
Vesa-Antti,11
Vesa-Valtteri,11
Vilkko,11
Vilkku,11
Willehart,11
Ville-Mikael,11
Willie,11
Vince,11
Vinsentti,11
Visa-Matti,11
Voltti,11
Yong,11
Yuriy,11
Zander,11
Zane,11
Zheng,11
Özgür,11
Abdikariim,10
Abdiwahaab,10
Abdulhakim,10
Abdulwahid,10
Abedin,10
Achille,10
Adebayo,10
Adis,10
Adriaan,10
Afshin,10
Ahmednur,10
Ahmed-Nur,10
Aimonpoika,10
Ajdin,10
Ajmal,10
Akin,10
Akunpoika,10
Albrecht,10
Alekseij,10
Alem,10
Alfa,10
Alla,10
Alp,10
Anatol,10
Anderson,10
Anri,10
Anshelmi,10
Anskarius,10
Anssi-Petteri,10
Ants,10
Antti-Olli,10
Antti-Sakari,10
Apostolos,10
Aqeel,10
Arel,10
Arimatti,10
Ari-Tapio,10
Arjan,10
Arpo,10
Arsenii,10
Asaf,10
Asghar,10
Ashkan,10
Ashok,10
Asim,10
Astrit,10
Ato,10
Atte-Pekka,10
Auer,10
Auguste,10
Aurora,10
Aweys,10
Ayan,10
Ayaz,10
Azim,10
Badal,10
Bakir,10
Bakr,10
Barnabas,10
Benedictus,10
Bengt-Göran,10
Benn,10
Bent,10
Blessing,10
Bogislaus,10
Bosson,10
Brayan,10
Börjesson,10
Callum,10
Camillo,10
Caner,10
Carl-Victor,10
Carson,10
Catalin,10
Cédric,10
Chia,10
Ciprian,10
Claës,10
Claes-Göran,10
Clayton,10
Clemens,10
Conan,10
Cosimo,10
Daahir,10
Daaniel,10
Dakhil,10
Danh,10
Daoud,10
Davood,10
Dejan,10
Denys,10
Dev,10
Do,10
