Etunimi,Lukumäärä
Piatta,30
Priya,30
Riitta-Marja,30
Ripsa,30
Sannamaria,30
Sanna-Marika,30
Sannukka,30
Sariina,30
Seila,30
Selia,30
Seynab,30
Solange,30
Suleiman,30
Suzana,30
Tahiti,30
Tetti,30
Wei,30
Viivia,30
Wilja,30
Zehra,30
Aasa,29
Abdikarim,29
Adel,29
Aimee,29
Aino-Leena,29
Aksa,29
Aleyna,29
Anabel,29
Anais,29
Anna-Tuulia,29
Anne-Maritta,29
Apila,29
Aronia,29
Artontytär,29
Augustiina,29
Auriina,29
Auvikki,29
Axelina,29
Binta,29
Catharine,29
Chau,29
Dinah,29
Eeva-Helena,29
Eeva-Lotta,29
Eila-Maija,29
Elektra,29
Elfrida,29
Ellimaria,29
Emmi-Kaisa,29
Evella,29
Georgia,29
Hannelore,29
Hanne-Maarit,29
Helea,29
Henna-Riina,29
Ifeoma,29
Iinu,29
Irini,29
Izabelle,29
Janna-Mari,29
Jevgenia,29
Jonna-Riikka,29
Kariitta,29
Kasmira,29
Kiki,29
Léa,29
Leanne,29
Leenu,29
Lotta-Mari,29
Luana,29
Luciana,29
Luiza,29
Mansikka,29
Maribel,29
Marie-Christine,29
Marisanna,29
Mayvor,29
Melika,29
Melise,29
Meriel,29
Meriem,29
Metsätähti,29
Milla-Riina,29
Nea-Sofia,29
Nida,29
Njeri,29
Nura,29
Oanh,29
Phoebe,29
Riia-Maria,29
Rode,29
Ruu,29
Sakura,29
Saria,29
Selda,29
Shahla,29
Silja-Maria,29
Silje,29
Silve,29
Sima,29
Sindi,29
Sofija,29
Sol,29
Susannah,29
Suvi-Elina,29
Teressa,29
Thilde,29
Tiinamari,29
Tran,29
Tulikki,29
Venla-Maria,29
Venus,29
Wilhelmine,29
Aaliyah,28
Adelein,28
Aileen,28
Ailin,28
Aliyah,28
Almiina,28
Ameliina,28
Anatoljevna,28
Aniina,28
Anna-Lea,28
Anna-Leea,28
Anna-Liina,28
Ann-May,28
Ariane,28
Arya,28
Astri,28
Aukusta,28
Aurea,28
Ayda,28
Aziz,28
Aziza,28
Blanca,28
Blanka,28
Donia,28
Donya,28
Eedi,28
Elisaveta,28
Elli-Sofia,28
Emiliina,28
Esperanza,28
Faduma,28
Garita,28
Hannariikka,28
Heli-Marja,28
Heliä,28
Hilla-Maaria,28
Holly,28
Hue,28
Iija,28
Ikram,28
Iren,28
Jansdotter,28
Jella,28
Jonina,28
Juhontytär,28
Jurjevna,28
Katja-Leena,28
Kesäheinä,28
Kristi,28
Leena-Marjatta,28
Leonoora,28
Liona,28
Lissu,28
Lucinda,28
Lumi-Maria,28
Lumo,28
Lynne,28
Mariet,28
Michela,28
Miia-Liisa,28
Miina-Maria,28
Nabila,28
Narges,28
Nasteho,28
Oodi,28
Otteljaana,28
Petersdotter,28
Rahmo,28
Retriikka,28
Rose-May,28
Saili,28
Saina,28
Salina,28
Sannaleena,28
Saranna,28
Shanti,28
Soini,28
Su,28
Sulamit,28
Sätene,28
Taikatuuli,28
Taisa,28
Thérèse,28
Thien,28
Tiltu,28
Tutteli,28
Vanda,28
Yee,28
Zenita,28
Zsuzsanna,28
Abdulle,27
Alfiina,27
Amilda,27
Aminata,27
Anastaasia,27
Angeline,27
Anna-Brita,27
Anu-Kaisa,27
Asli,27
Berivan,27
Blessing,27
Carine,27
Christal,27
Clare,27
Cristel,27
Darya,27
Dunja,27
Ella-Maaria,27
Ellinore,27
Eloni,27
Emmanuelle,27
Emmi-Noora,27
Evangeline,27
Farina,27
Hajar,27
Hanaan,27
Henna-Liisa,27
Henrita,27
Hermine,27
Hilda-Maria,27
Ida-Marie,27
Ing-Mari,27
Jenna-Riikka,27
Josephina,27
Joséphine,27
Josette,27
Kaarna,27
Kadri,27
Karine,27
Kathrine,27
Kimmontytär,27
Kirsi-Marjut,27
Kumari,27
Lis,27
Lis-Britt,27
Lis-Mari,27
Lorin,27
Lotta-Emilia,27
Lourdes,27
Maj-Gun,27
Mia-Marika,27
Milou,27
Moira,27
Musse,27
Myriam,27
Nele,27
Olka,27
Parisa,27
Phung,27
Pilvi-Sisko,27
Piretta,27
Raija-Riitta,27
Riikka-Maija,27
Roya,27
Sakina,27
Salla-Maija,27
Shamso,27
Silke,27
Sirkka-Maija,27
Suvi-Anna,27
Tabita,27
Taini,27
Teemuntytär,27
Tommintytär,27
Tyyra,27
Uljana,27
Wairimu,27
Zina,27
Ada-Emilia,26
Agnesa,26
Ainokaisa,26
Aleksandria,26
Alfhilda,26
Amaal,26
Amna,26
Amrita,26
Angeli,26
Anju,26
Annamaaria,26
Annareetta,26
Anni-Lotta,26
Ann-Katrine,26
Ann-Sophie,26
Antoniina,26
Asia,26
Asla,26
Beatta,26
Bent,26
Berith,26
Blondine,26
Carissa,26
Charlene,26
Eeti,26
Estel,26
Farhiyo,26
Florentina,26
Francine,26
Freyja,26
Grete,26
Henna-Maarit,26
Hennamari,26
Hetastiina,26
Hua,26
Ihana,26
Iidaliina,26
Ilhan,26
Ingemaj,26
Isobel,26
Jalmiina,26
Jamilla,26
Jarmontytär,26
Jerina,26
Keira,26
Kendra,26
Kirsimaria,26
Laia,26
Liine,26
Loretta,26
Lotta-Maaria,26
Lumi-Tuuli,26
Maretta,26
Market,26
Marusja,26
Maryanne,26
Mihaela,26
Miia-Riikka,26
Milla-Emilia,26
Minna-Kristiina,26
Minna-Marika,26
Muska,26
Néa,26
Olesia,26
Pihla-Maria,26
Pipa,26
Päivi-Maria,26
Päivi-Sisko,26
Raissa,26
Reet,26
Roosamaria,26
Rosmariini,26
Roxanne,26
Saara-Leena,26
Salah,26
Sansa,26
Satu-Johanna,26
Sidonia,26
Siiri-Maria,26
Sirin,26
Siv-Britt,26
Susette,26
Taiju,26
Tari,26
Teiju,26
Theres,26
Toivi,26
Triin,26
Tupu,26
Valencia,26
Viktorija,26
Xin,26
Zanna,26
Abdikadir,25
Adelin,25
Adil,25
Adnan,25
Aija-Liisa,25
Akintytär,25
Alesia,25
Allegra,25
Amara,25
Amelié,25
Amra,25
Anahita,25
Anja-Maija,25
Anna-Erika,25
Anna-Katarina,25
Anu-Maija,25
Arielle,25
Aure,25
Belle,25
Dimitra,25
Elli-Mari,25
Emil,25
Emila,25
Enid,25
Enne-Liisa,25
Eulalia,25
Faiza,25
Gullan,25
Hanna-Kaarina,25
Heli-Maarit,25
Hilta,25
Iliana,25
Ira-Maria,25
Kevät,25
Khaled,25
Kirsi-Maija,25
Kuutar,25
Laura-Emilia,25
Lena-Maria,25
Leonor,25
Lidija,25
Lotta-Sofia,25
Lusiina,25
Madonna,25
Maijaleena,25
Maira,25
Malle,25
Mari-Elina,25
Mari-Ella,25
Mari-Jaana,25
Marisol,25
Marjale,25
Marjam,25
Marja-Maija,25
Marjeli,25
Militsa,25
Minnamaria,25
Mirjaana,25
Muniira,25
Naana,25
Narin,25
Neila,25
Noel,25
Olesya,25
Otilia,25
Penny,25
Petriikka,25
Pia-Sofia,25
Prisilla,25
Rani,25
Rebekah,25
Riittaliisa,25
Rosie,25
Satu-Susanna,25
Selin,25
Shani,25
Shania,25
Sihaam,25
Sirpa-Riitta,25
Sunniva,25
Suvi-Sisko,25
Taika-Tuulia,25
Tiinu,25
Titta-Maria,25
Torhild,25
Tuija-Riitta,25
Tulikukka,25
Vasiljevna,25
Yamina,25
Yang,25
Zamzam,25
Abdikarin,24
Adette,24
Akviliina,24
Alea,24
Anja-Kaarina,24
Ayesha,24
Cariina,24
Cathrin,24
Cécile,24
Chantelle,24
Clarisse,24
Coco,24
Daniel,24
Dao,24
Eevamari,24
Elicia,24
Elmina,24
Elzbieta,24
Emeline,24
Enny,24
Esikko,24
Freia,24
Hedwig,24
Hoda,24
Ilaria,24
Inès,24
Isa-Maria,24
Isatou,24
Ivanova,24
Izabel,24
Jamie,24
Jennimari,24
Jin,24
Kai,24
Karmen,24
Katherina,24
Laure,24
Lii,24
Liina-Lotta,24
Liliya,24
Lill,24
Lumituuli,24
Maija-Helena,24
Maliina,24
Man,24
Manal,24
Marijaana,24
Mari-Kaisa,24
Markuksentytär,24
Marutzella,24
Maureen,24
Meriam,24
Mihailovna,24
Miiu,24
Mona-Maria,24
Nahid,24
Nani,24
Natalya,24
Naz,24
Nina-Mari,24
Pia-Leena,24
Päivätär,24
Ragna,24
Ranya,24
Ronia,24
Sadaf,24
Salman,24
Saritta,24
Sasa,24
Sky,24
Sunneva,24
Tien,24
Tiida,24
Tomintytär,24
Trinh,24
Ull-Britt,24
Ulrike,24
Wai,24
Varpu-Leena,24
Weronika,24
Vilna,24
Virpi-Liisa,24
Yi,24
Abdillahi,23
Abdirisak,23
Abdirisaq,23
Abshir,23
Adonika,23
Agnia,23
Ahlam,23
Aiko,23
Aino-Ilona,23
Ajla,23
Alberta,23
Alicja,23
Amin,23
Amran,23
Anna-Elisa,23
Annelise,23
Anselika,23
Anzhelika,23
Arlinda,23
Arta,23
Asad,23
Borisovna,23
Cheryl,23
Christelle,23
Claudine,23
Colette,23
Cora,23
Dalila,23
Danuta,23
Elham,23
Elias,23
Elinda,23
Emely,23
Emmaleena,23
Emma-Liina,23
Ernestine,23
Esti,23
Exenia,23
Fatmire,23
Febe,23
Fei,23
Giang,23
Gilda,23
Gullevi,23
Havin,23
Hildi,23
Ida-Kaisa,23
Ida-Maija,23
Ija,23
Ikran,23
Inka-Riina,23
Inni,23
Isabela,23
Jadeliina,23
Jia,23
Júlia,23
Kaisaleena,23
Karlotta,23
Kati-Maria,23
Kiuru,23
Krisztina,23
Lam,23
Leenamaija,23
Lei,23
Liisamaija,23
Lise-Maj,23
Lotta-Liisa,23
Maikku,23
Maree,23
Mari-Helena,23
Maris,23
May-Len,23
Meini,23
Melian,23
Mereta,23
Miia-Maaria,23
Miikantytär,23
Min,23
Ming,23
Miroslava,23
Myra,23
Myrna,23
Mysi,23
Naimo,23
Nanja,23
Nata,23
Nazanin,23
Neija,23
Nelli-Maria,23
Neta,23
Niina-Mari,23
Olesja,23
Olive,23
Paula-Maria,23
Pettiina,23
Pia-Pauliina,23
Pinja-Maria,23
Päivi-Helena,23
Retriika,23
Robyn,23
Rosario,23
Ros-Maj,23
Sisko-Maria,23
Sohvia,23
Sumeya,23
Thilda,23
Tonintytär,23
Triinu,23
Tuula-Maria,23
Vicky,23
Zoya,23
Abd,22
Abed,22
Ainoliisa,22
Airikki,22
Alix,22
Aliya,22
Allison,22
Amel,22
Amine,22
Anastasiya,22
Anja-Maria,22
Anna-Kreetta,22
Anne-Elina,22
Anni-Maj,22
Ann-Sofia,22
Anriikka,22
Anuliisa,22
Ariadne,22
Atieno,22
Aysha,22
Birthe,22
Brita-Liisa,22
Britt-Maj,22
Caisa,22
Chiamaka,22
Desideria,22
Dieu,22
Dilek,22
Dominika,22
Ema,22
Emmi-Julia,22
Ennika,22
Eszter,22
Etna,22
Eva-Mari,22
Evangelia,22
Evian,22
Evianna,22
Feride,22
Gull-Britt,22
Gun-Mari,22
Hayley,22
Heli-Maija,22
Iida-Liina,22
Iina-Sofia,22
Ioana,22
Irené,22
Irène,22
Israa,22
Jaana-Liisa,22
Jaana-Maarit,22
Jarnontytär,22
Jekateriina,22
Jenni-Kaisa,22
Jina,22
Jinka,22
Joa,22
Josefiia,22
Judy,22
Justine,22
Kaariina,22
Karissa,22
Karo,22
Kati-Johanna,22
Katja-Mari,22
Keren,22
Kerli,22
Kotivalo,22
Krystyna,22
Latifa,22
Laura-Elina,22
Liina-Maria,22
Liisa-Mari,22
Linda-Mari,22
Louice,22
Lowa,22
Luul,22
M.,22
Mabel,22
Mahnaz,22
Maija-Reetta,22
Maiju-Leena,22
Mariija,22
Mari-Liisa,22
Mariska,22
Marjan,22
Melodi,22
Merilin,22
Mesimarja,22
Minna-Marja,22
Muthoni,22
Nadya,22
Nawaal,22
Nellinoora,22
Nesrin,22
Nuura,22
Olga-Maria,22
Paris,22
Patrizia,22
Paw,22
Pia-Maarit,22
Piela,22
Piia-Riitta,22
Piiku,22
Ping,22
Pioni,22
Pyry,22
Quyen,22
Reetta-Maija,22
Riina-Maija,22
Risten,22
Roda,22
Roosa-Emilia,22
Rose-Mari,22
Rosmari,22
Sadie,22
Salima,22
Sari-Anneli,22
Sena,22
Sepontytär,22
Serja,22
Siena,22
Silvi,22
Sinituuli,22
Sonja-Maria,22
Stefani,22
Stefansdotter,22
Syeda,22
Syrilla,22
Tanja-Maria,22
Tess,22
Thomasdotter,22
Tilhi,22
Tuila,22
Urda,22
Uuna,22
Wendela,22
Xiao,22
Zandra,22
Zoé,22
Abdiasis,21
Adalina,21
Adrianna,21
Almira,21
Althea,21
Andreea,21
Anna-Kajsa,21
Anna-Mi,21
Ann-Caroline,21
Anneke,21
Arlette,21
Axa,21
Bigga,21
Boel,21
Chia,21
Cristin,21
Davina,21
Dunya,21
Egzona,21
Eija-Maarit,21
Eija-Maija,21
Elia,21
Eliisabeth,21
Ellan,21
Ellimari,21
Elva,21
Evastiina,21
Floora,21
Fredriksdotter,21
Gresa,21
Haji,21
Hamid,21
Heidi-Mari,21
Heline,21
Helleni,21
Inas,21
Ivanka,21
Izabela,21
Jenni-Emilia,21
Jiia,21
Juliane,21
Kaisamari,21
Kaisa-Marja,21
Kasandra,21
Kaste,21
Kateryna,21
Kianna,21
Kinga,21
Kätlin,21
Laura-Liisa,21
Leonna,21
Liisa-Lotta,21
Liise,21
Linette,21
Lumiella,21
Lumi-Helmi,21
Lumi-Lilja,21
Manar,21
Mar,21
Mari-Anneli,21
Maria-Terttu,21
Marié,21
Marja-Lena,21
Maryna,21
Matsdotter,21
Maurintytär,21
Mii,21
Miia-Maarit,21
Miitu,21
Milaya,21
Milina,21
Mio,21
Mirva-Liisa,21
Mohamad,21
Morgan,21
Mulki,21
Nadeschda,21
Nafisa,21
Natasja,21
Neema,21
Nerissa,21
Nermin,21
Niika,21
Nyambura,21
Paavontytär,21
Paige,21
Pearl,21
Petrovna,21
Piia-Pauliina,21
Pilar,21
Puolukka,21
Qamar,21
Rahel,21
Robin,21
Rosabella,21
Salla-Maari,21
Sanaa,21
Satu-Helena,21
Satu-Päivikki,21
Sergeevna,21
Sheikh,21
Simontytär,21
Sini-Susanna,21
Solin,21
Sona,21
Susi,21
Tetiana,21
Tetta,21
Tiia-Liisa,21
Tony,21
Ulla-Kaija,21
Wanja,21
Wendla,21
Wictoria,21
Vilja-Maria,21
Willow,21
Violette,21
Yun,21
Zaynab,21
A.,20
Aada-Emilia,20
Aamina,20
Aarika,20
Adelei,20
Aimée,20
Ainoliina,20
Alanna,20
Amaia,20
Amandine,20
Anna-Kreeta,20
Anna-Sisko,20
Ann-Cathrin,20
Annevi,20
Anni-Ilona,20
Annileena,20
Annimaija,20
Ann-Kristine,20
Anny,20
Aralia,20
Arja-Maija,20
Arleena,20
Asra,20
Astra,20
Avin,20
Betti,20
Briitta-Liisa,20
Cecile,20
Defne,20
Destiny,20
Devi,20
Dorota,20
Duyen,20
Eeri,20
Eeva-Kaija,20
Eija-Kaarina,20
Eliane,20
Enni-Sofia,20
Enrika,20
Eriksdotter,20
Erza,20
Evgeniia,20
Evgenija,20
Fatime,20
Fransilja,20
Fuad,20
Gabriele,20
Gemma,20
Hanna-Marika,20
Hayat,20
Heine,20
Henriitta,20
Huynh,20
Ibtisam,20
Iina-Emilia,20
Inara,20
Inka-Mari,20
Irem,20
Iri,20
Irmgard,20
Jaana-Maija,20
Jaber,20
Janna-Maria,20
Jeanine,20
Jenni-Sofia,20
Jennyfer,20
Jo,20
Joela,20
Joella,20
Jolina,20
Jonasdotter,20
Jyrkintytär,20
Katja-Maarit,20
Katrianna,20
Kerttu-Kaarina,20
Khadar,20
Khalif,20
Kyra,20
Leana,20
Leinikki,20
Leslie,20
Liisukka,20
Lilyan,20
Lita,20
Lorraine,20
Lumihelmi,20
Lumililja,20
Magnhild,20
Maja-Lisa,20
Mandana,20
Maria-Elena,20
Mariell,20
Maruzella,20
Mea-Maria,20
Merikki,20
Meri-Kukka,20
Meri-Maaria,20
Meta,20
Miana,20
Miisa-Maria,20
Mikaella,20
Millamari,20
Miryam,20
Mitja,20
Naema,20
Neah,20
Nea-Noora,20
Negin,20
Nerea,20
Nike,20
Omelia,20
Ophelia,20
Othilia,20
Paulikki,20
Pirkkoliisa,20
Päivi-Liisa,20
Randa,20
Renita,20
Riina-Kaisa,20
Riina-Mari,20
Riitta-Anneli,20
Riitta-Mari,20
Robertsdotter,20
Ronda,20
Rosalin,20
Rosmarie,20
Saeed,20
Sahro,20
Salwa,20
Sannu,20
Sanny,20
Sari-Johanna,20
Saynab,20
Secilia,20
Seera,20
Sevgi,20
Shabnam,20
Shahad,20
Shan,20
Sharmin,20
Sofja,20
Summer,20
Tarjaana,20
Tereza,20
Teri,20
Teuta,20
Tiina-Sisko,20
Tilly,20
Titania,20
Ulla-Kristiina,20
Valerija,20
Valona,20
Veera-Kaisa,20
Vibeke,20
Yagmur,20
Aala,19
Adelheid,19
Aime,19
Ainomari,19
Akveliina,19
Alexandrine,19
Aljona,19
Anfisa,19
Anjelika,19
Anna-Maj,19
Anne-Marjo,19
Anni-Maaria,19
Ardita,19
Asiya,19
Augustina,19
Aynur,19
Binte,19
Birgitt,19
Blerta,19
Cristal,19
Da,19
Dafina,19
Danja,19
Diandra,19
Dita,19
Domna,19
Eeden,19
Eeva-Sofia,19
Elbe,19
Elina-Maria,19
Elsa-Maija,19
Elwira,19
Embla,19
Emilii,19
Emma-Riikka,19
Ena,19
Enrica,19
Eskontytär,19
Evguenia,19
Farhan,19
Gull-Maj,19
Hanna-Helena,19
Hanna-Katariina,19
Hanna-Katri,19
Hella,19
Hind,19
Ida-Liisa,19
Ilhaan,19
Ilsa,19
Ilse-Maj,19
Inga-Lisa,19
Jamelia,19
Janissa,19
Jeanna,19
Johannes,19
Joseph,19
Ka,19
Kaia,19
Kaisamaria,19
Kaitlyn,19
Karitta,19
Katleena,19
Kimsdotter,19
Kseniia,19
Kübra,19
La,19
Laura-Sofia,19
Leena-Anneli,19
Liis,19
Liljaana,19
Liljan,19
Lille-Mor,19
Lorna,19
Lyylia,19
Magnusdotter,19
Mahsa,19
Maijeli,19
Marya,19
Masoumeh,19
Meemi,19
Meliha,19
Merianna,19
Merili,19
Miinu,19
Milona,19
Milvi,19
Minetta,19
Moe,19
Monia,19
Muhamed,19
Muhumed,19
Mya,19
Natta,19
Ngozi,19
Oliver,19
Parvin,19
Pia-Susanna,19
Pihka,19
Piia-Mari,19
Piiu,19
Precious,19
Päivä,19
Rasha,19
Reeta-Maria,19
Rene,19
Riim,19
Ritvaliisa,19
Rona,19
Ruusu-Maria,19
Salvia,19
Samar,19
San,19
Sara-Emilia,19
Sari-Helena,19
Satu-Liisa,19
Satu-Maija,19
Satu-Mari,19
Satu-Päivi,19
Sea,19
Sikke,19
Sinimarja,19
Solweig,19
Stina-Maria,19
Sultan,19
Sumayo,19
Sunita,19
Sydney,19
Taia,19
Taika-Tuuli,19
Taila,19
Teija-Leena,19
Tellu,19
Terttuli,19
Thalia,19
Tiina-Riikka,19
Tilja,19
Tytti-Maria,19
Uyen,19
Valeriia,19
Valvatti,19
Vanesa,19
Varpu-Liisa,19
Wen,19
Wilmiina,19
Y,19
Aadolfiina,18
Abdisalam,18
Abena,18
Adora,18
Afnaan,18
Akua,18
Alexandrovna,18
Aliza,18
Annea,18
Anu-Elina,18
Anu-Kristiina,18
Arja-Sisko,18
Asho,18
Auvo,18
Béatrice,18
Beryl,18
Birita,18
Bojan,18
Briana,18
Brooke,18
Carmel,18
Catriona,18
Chatrine,18
Christiansdotter,18
Dara,18
Diina,18
Dorthy,18
Efia,18
Eija-Maria,18
Ejvor,18
Ekaterini,18
Elfiina,18
Elisabetta,18
Ellariina,18
Ella-Roosa,18
Emmastiina,18
Emmi-Leena,18
Emmilotta,18
Emmi-Riikka,18
Evamaria,18
Evangelina,18
Eva-Riitta,18
Fanny-Maria,18
Fariba,18
Fereshteh,18
Githa,18
Grazyna,18
Gullvi,18
Hadi,18
Hanin,18
Hanna-Lena,18
Hanna-Lotta,18
Harriette,18
Hashi,18
Heleni,18
Hennika,18
Heta-Maria,18
Hillamaria,18
Hui,18
Ina-Maria,18
Indigo,18
Inga-Maj,18
Ioanna,18
Irja-Leena,18
Ismahan,18
Jaana-Kaisa,18
Jenna-Juulia,18
Jenni-Julia,18
Jilla,18
Jocelyn,18
Juhanintytär,18
Jun,18
Kaisa-Reetta,18
Katina,18
Katja-Maaria,18
Kaya,18
Kenza,18
Kirke,18
Kirstiina,18
Klarissa,18
Konstantina,18
Kreta,18
Ksenja,18
Kulta,18
Liliann,18
Louhi,18
Lu,18
Lucille,18
Lumi-Tuulia,18
Maie,18
Mara,18
Marcelle,18
Maria-Elina,18
Marie-Anne,18
Mari-Hannele,18
Marii,18
Marja-Tuulikki,18
Markareeta,18
Marzia,18
Meria,18
Meriitta,18
Merva,18
Mia-Riitta,18
Miita,18
Millamaria,18
Minna-Sisko,18
Mirja-Maija,18
Mirna,18
Mirve,18
Mumin,18
Muse,18
Nelliina,18
Neri,18
Noura,18
Oilikki,18
Pille,18
Pricella,18
Regiina,18
Reija-Liisa,18
Rim,18
Ritva-Anneli,18
Roine,18
Romina,18
Rosella,18
Ruweyda,18
Safiyo,18
Saga-Sofia,18
Saija-Liisa,18
Saija-Maria,18
Salla-Kaisa,18
Salla-Sofia,18
Sannimari,18
Sarafina,18
Sara-Tuulia,18
Satu-Lotta,18
Sevda,18
Shira,18
Sindy,18
Sini-Orvokki,18
Sinivuokko,18
Sofía,18
Soledad,18
Suvikki,18
Suvi-Kukka,18
Synnove,18
Talia,18
Teela,18
Teija-Riitta,18
Tessi,18
Thua,18
Tiina-Maarit,18
Timea,18
Tordis,18
Toussainte,18
Trinity,18
Tuyen,18
Ulla-Helena,18
Ullariikka,18
Vasiliki,18
Venera,18
Vicktoria,18
Viljaana,18
Winnie,18
Vita,18
Vittoria,18
Yin,18
Zarah,18
Aadan,17
Abdalla,17
Abdiaziz,17
Adelma,17
Agneetta,17
Ágnes,17
Ahlaam,17
Aino-Maaria,17
Albana,17
Albulena,17
Alecia,17
Aleena,17
Alekseevna,17
Alette,17
Alwa,17
Amela,17
Ananda,17
Anna-Eveliina,17
Anna-Laura,17
Anna-Marika,17
Anne-Kristina,17
Annikaisa,17
Anselmiina,17
Antje,17
Anwar,17
Asmin,17
Bambi,17
Barita,17
Beth,17
Bria,17
Britt-Helen,17
Carole,17
Cécilia,17
Chanelle,17
Danika,17
Deeqa,17
Delal,17
Despina,17
Dia,17
Dila,17
Divine,17
Drita,17
Edea,17
Edviina,17
Edwina,17
Eha,17
Ellis,17
Elodie,17
Elsbet,17
Eman,17
Emira,17
Emma-Julia,17
Emmalotta,17
Era,17
Essiina,17
Eudokia,17
Evastina,17
Eylül,17
Fanni-Sofia,17
Fatimah,17
Federica,17
Florencia,17
Francoise,17
Friia,17
Glory,17
Hamida,17
Hanna-Reeta,17
Hashim,17
Havina,17
Hayder,17
Heidi-Maarit,17
Helmililja,17
Helmi-Lotta,17
Hennariina,17
Heta-Liisa,17
Hila,17
Iina-Mari,17
Ikraan,17
Ing-Marie,17
Inke,17
Iria,17
Jaana-Mari,17
Jabbar,17
Jenna-Riina,17
Jimena,17
Jippu,17
Juan,17
Julienne,17
Juuli-Anna,17
Juuni,17
Kallentytär,17
Kamal,17
Kristiana,17
Laetitia,17
Lamia,17
Laura-Leena,17
Lea-Liisa,17
Leenakaisa,17
Liina-Maija,17
Liisamaria,17
Lilo,17
Lisi,17
Lora,17
Lotta-Maija,17
Lou,17
Luminea,17
Luminka,17
Lyra,17
Mali,17
Malia,17
Marfa,17
Margrethe,17
Maria-Teresa,17
Maxima,17
Melani,17
Mélanie,17
Mija,17
Mika,17
Milja-Maaria,17
Minna-Kaarina,17
Minttumaaria,17
Minttu-Mari,17
Miray,17
Miria,17
Mirjana,17
Misella,17
Mo,17
Muriel,17
Nadiya,17
Nea-Emilia,17
Neele,17
Nella-Maria,17
Nelmi,17
Neva,17
Niina-Riikka,17
Nina-Maarit,17
Oliivia,17
Pellava,17
Piia-Liisa,17
Piija,17
Piipa,17
Pirjo-Sisko,17
Ranghild,17
Rawan,17
Reeta-Kaisa,17
Rosa-Emilia,17
Rosa-Mari,17
Rosetta,17
Runa-Lisa,17
Sabiha,17
Sabiina,17
Sadio,17
Saido,17
Saleh,17
Salih,17
Sanela,17
Satu-Kaarina,17
Satumaria,17
Shire,17
Shqipe,17
Sierra,17
Sirina,17
Tarja-Helena,17
Terhi-Tuulia,17
Tiinaliisa,17
Timna,17
Tira,17
Tracy,17
Tram,17
Trude,17
Tytteli,17
Walborg,17
Wanessa,17
Vanni,17
Vianna,17
Virpi-Leena,17
Vjollca,17
Özlem,17
A,16
Abdallah,16
Abdinasir,16
Abdulrahman,16
Adama,16
Akram,16
Alvi,16
Amarachi,16
Aminda,16
Anerva,16
Anesa,16
Anila,16
Annalotta,16
Anne-Britt,16
Annett,16
Annetta,16
Ann-Gret,16
Annilotta,16
Anni-Marja,16
Anni-Riikka,16
Annuka,16
Annuliina,16
Ansku,16
Anthea,16
Anu-Susanna,16
Arlena,16
Avalon,16
Aysel,16
Betina,16
Blerina,16
Bonnie,16
Borghild,16
Bridget,16
Caramia,16
Caritta,16
Caro,16
Celestine,16
Clary-Ann,16
Cleo,16
Deeqo,16
Dianna,16
Dua,16
Eija-Sisko,16
Eleana,16
Elleni,16
Elli-Ilona,16
Elo,16
Elwa,16
Elwiira,16
Emel,16
Emiina,16
Enea,16
Eppu,16
Ertta,16
Essi-Emilia,16
Éva,16
Evanna,16
Evgeniya,16
Fanniina,16
Farhio,16
Feelia,16
Felicity,16
Filiz,16
Filsan,16
Fitore,16
Francilia,16
Fransisca,16
Fu,16
Gul,16
Gunn-Maj,16
Gustaava,16
Hava,16
Heidi-Maaria,16
Helia,16
Hendrika,16
Hero,16
Hilpe,16
Ikhlaas,16
Ikhlas,16
Imane,16
Inka-Liisa,16
Iza,16
Jaana-Marja,16
Jadwiga,16
James,16
Jaqueline,16
Jayne,16
Jelizaveta,16
Jesmina,16
Johanna-Maria,16
Jolana,16
Jolanta,16
Julanda,16
Julienna,16
Julita,16
Kadi,16
Kaisla-Maria,16
Kaltrina,16
Kathrina,16
Katja-Marika,16
Kawsar,16
Kide,16
Kirsi-Marjo,16
Kristal,16
Lalita,16
Leela,16
Leonidovna,16
Lian,16
Ljuba,16
Lottaliina,16
Maarikka,16
Maija-Riikka,16
Maijastina,16
Maina,16
Maisie,16
Maj-Helen,16
Malene,16
Mari-Annukka,16
Marigona,16
Mariika,16
Marileena,16
Marinna,16
Marja-Hannele,16
Maryann,16
Meela,16
Melania,16
Meral,16
Meredith,16
Merelle,16
Merena,16
Mia-Sofia,16
Mileena,16
Milga,16
Militza,16
Miliza,16
Mirana,16
Mirka-Maria,16
Miski,16
Mollie,16
Mukhtar,16
Neea-Maria,16
Neeta,16
Nicoleta,16
Nikole,16
Nikoletta,16
Nilsdotter,16
Octavia,16
Olessia,16
Olofsdotter,16
Oona-Emilia,16
Oona-Sofia,16
Patriicia,16
Pavlovna,16
Pelagea,16
Petranella,16
Pian,16
Pikka,16
Pipariina,16
Pirke,16
Päivi-Leena,16
Reetta-Mari,16
Ria-Maria,16
Riikkaliisa,16
Riitta-Helena,16
Riitta-Kaarina,16
Rosa-Maaria,16
Rosette,16
Saara-Mari,16
Saaramaria,16
Safaa,16
Safi,16
Saga-Maria,16
Salla-Maaret,16
Sane,16
Sanni-Kaisa,16
Sara-Lotta,16
Sari-Leena,16
Satu-Hannele,16
Seda,16
Senita,16
Seraphina,16
Seri,16
Shakira,16
Sibylla,16
Sidra,16
Sig-Britt,16
Sigrun,16
Silja-Sofia,16
Simin,16
